Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City C,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
62,M,Bachelor's,Married,102694,741,13421,Business,Unemployed,11,Good,0.1147256,172032,1,lake amymouth,Lake Amymouth,KY,Saint Pierre and Miquelon,3,0,Low
45,F,PhD,Single,21460,753,29571,Auto,Unemployed,11,Good,0.262508196,253123,2,north margaretburgh,North Margaretburgh,OK,Central African Republic,1,0,Low
30,Non-binary,PhD,Single,73095,743,29140,Home,Self-employed,6,Good,0.101039218,133587,0,south meganborough,South Meganborough,TX,Lao People's Democratic Republic,2,0,Low
48,F,PhD,Divorced,107941,795,38870,Home,Unemployed,8,Fair,0.141518922,217186,,meganmouth,Meganmouth,NM,Jersey,4,1,High
63,F,Master's,Single,101785,675,37836,Auto,Employed,13,Good,0.103854613,49592,3,west jason,West Jason,CA,Congo,2,2,Low
34,Non-binary,High School,Married,96700,739,40264,Home,Self-employed,3,Poor,0.56694097,234833,,west raymondborough,West Raymondborough,LA,Greece,3,1,Low
51,M,PhD,Married,,777,28365,Personal,Employed,11,Fair,0.326940213,207625,3,lake richard,Lake Richard,ND,Myanmar,4,2,Medium
59,M,High School,Single,,694,38231,Home,Unemployed,15,Poor,0.411595542,185205,0,julieborough,Julieborough,NJ,Spain,1,2,Medium
19,F,Master's,Single,69616,743,5258,Auto,Employed,14,Fair,0.592196979,140259,0,north lindsayhaven,North Lindsayhaven,IL,Japan,2,1,Low
36,M,High School,Widowed,21658,684,22576,Home,Unemployed,6,Poor,0.575554848,131258,,trevorhaven,Trevorhaven,AZ,Holy See (Vatican City State),3,2,Low
39,F,High School,Married,,665,46602,Personal,Unemployed,16,Poor,0.301758494,284443,3,costafort,Costafort,ID,Andorra,4,1,Low
50,M,Bachelor's,Single,79430,788,45703,Home,Self-employed,10,Excellent,0.177216439,187198,3,scottshire,Scottshire,ID,Turkey,3,1,Low
69,F,PhD,Single,114240,742,14747,Business,Unemployed,9,Good,0.501776015,233742,4,port william,Port William,SC,India,1,0,Low
54,Non-binary,Master's,Married,36746,690,48927,Home,Unemployed,10,Fair,0.461411797,276946,4,east michaelside,East Michaelside,MN,Saint Helena,2,0,Low
60,Non-binary,PhD,Married,81388,622,42876,Business,Self-employed,14,Fair,0.131723481,111799,4,ramirezside,Ramirezside,WV,Guam,3,0,Medium
50,F,PhD,Married,54890,740,5827,Home,Unemployed,4,Fair,0.428649302,252914,3,harrisontown,Harrisontown,PA,Lesotho,2,2,Low
25,M,Bachelor's,Widowed,,703,26813,Personal,Employed,13,Good,0.126548595,276062,1,grayfort,Grayfort,CA,Brazil,3,0,Medium
46,Non-binary,PhD,Divorced,86141,755,25914,Personal,Self-employed,6,Fair,0.109355234,24358,1,terranceton,Terranceton,NJ,Mozambique,1,2,Low
33,M,High School,Widowed,41788,723,47440,Auto,Employed,14,Poor,0.174452046,50781,2,cooperton,Cooperton,CA,Trinidad and Tobago,1,1,Medium
29,M,PhD,Married,114835,607,49051,Business,Self-employed,18,Poor,0.253995756,65904,4,brownville,Brownville,MI,Austria,0,0,Low
62,Non-binary,High School,Widowed,78535,671,30089,Business,Employed,10,Poor,0.413756523,250340,3,danielstad,Danielstad,LA,Serbia,4,1,Low
42,Non-binary,Bachelor's,Divorced,95614,721,48435,Business,Unemployed,0,Good,0.439663759,163223,4,west amy,West Amy,DC,Romania,1,1,Medium
63,M,Master's,Married,116550,637,26266,Personal,Self-employed,15,Good,0.413774209,53669,3,west brian,West Brian,NJ,Cambodia,3,1,Medium
38,Non-binary,PhD,Widowed,93667,734,46700,Auto,Unemployed,13,Good,0.365822288,50100,3,maryfurt,Maryfurt,CA,Marshall Islands,3,1,Low
68,F,Master's,Single,,663,14939,Business,Self-employed,0,Good,0.476755536,100820,,martinborough,Martinborough,MI,Lebanon,1,2,Medium
33,M,High School,Married,23934,610,23083,Business,Employed,7,Fair,0.301930363,228926,2,north troystad,North Troystad,DE,Switzerland,4,2,Low
39,Non-binary,High School,Widowed,43849,606,42329,Home,Employed,11,Fair,0.242264997,80095,4,east elizabeth,East Elizabeth,KY,Gambia,2,0,Medium
33,F,Bachelor's,Divorced,,633,15139,Business,Employed,5,Excellent,0.504899595,280677,0,rosechester,Rosechester,GU,Jordan,1,2,Medium
30,F,Master's,Single,45650,635,40588,Business,Employed,13,Fair,0.221201955,102365,2,ortizfort,Ortizfort,KY,Saint Kitts and Nevis,3,1,Medium
39,F,Bachelor's,Widowed,103324,651,36782,Business,Self-employed,6,Poor,0.584862495,100659,4,elijahchester,Elijahchester,HI,Sierra Leone,3,2,Medium
26,Non-binary,Bachelor's,Widowed,89549,777,39465,Auto,Self-employed,1,Fair,0.144843102,248344,3,sanchezstad,Sanchezstad,OH,Montenegro,3,1,Low
21,Non-binary,High School,Married,52161,609,44806,Business,Employed,17,Fair,0.383150233,175584,0,lake joshuaberg,Lake Joshuaberg,NE,Iran,1,2,Low
41,F,Master's,Married,80910,663,36202,Auto,Employed,6,Good,0.591798593,270446,,new michaelfurt,New Michaelfurt,IN,United Kingdom,1,0,High
52,M,Master's,Divorced,36148,632,48241,Personal,Employed,0,Good,0.54782038,210792,4,wheelerfurt,Wheelerfurt,MA,Ecuador,0,0,Low
54,F,High School,Divorced,40760,654,45642,Personal,Unemployed,15,Good,0.314943209,25833,2,beanburgh,Beanburgh,WY,United States Virgin Islands,3,2,High
44,F,PhD,Divorced,76963,750,24605,Auto,Employed,11,Poor,0.361234504,153802,0,burtonville,Burtonville,NY,Egypt,0,1,Medium
46,Non-binary,Bachelor's,Divorced,76195,604,41228,Business,Employed,8,Good,0.531045465,238096,0,scottmouth,Scottmouth,SC,Malta,1,1,High
25,F,High School,Widowed,,637,43848,Personal,Employed,1,Excellent,0.127208209,236984,1,craigview,Craigview,VT,Puerto Rico,4,0,Medium
60,F,Master's,Married,70099,747,32497,Home,Employed,19,Excellent,0.555773217,297603,2,turnerbury,Turnerbury,MH,Slovenia,0,0,Medium
42,Non-binary,PhD,Married,32427,722,18046,Personal,Unemployed,2,Excellent,0.583790803,76643,4,jonesshire,Jonesshire,VT,Guadeloupe,1,0,Medium
67,F,Bachelor's,Widowed,32121,677,11902,Home,Unemployed,6,Poor,0.381831305,191393,3,east melissa,East Melissa,VI,Aruba,2,0,Low
54,F,High School,Widowed,98764,674,17929,Auto,Self-employed,0,Poor,0.127414835,298502,0,nicholeborough,Nicholeborough,WV,Fiji,4,2,Medium
53,F,PhD,Married,,683,22144,Auto,Unemployed,6,Poor,0.592334847,210807,1,phelpshaven,Phelpshaven,TN,Zimbabwe,0,1,Low
65,M,PhD,Single,107457,775,49758,Business,Employed,17,Fair,0.550457597,211726,1,port paulabury,Port Paulabury,AL,Algeria,4,0,Low
33,F,Master's,Widowed,30108,774,5514,Home,Self-employed,13,Fair,0.24567643,135934,1,lake ann,Lake Ann,TN,Romania,1,2,Low
60,M,High School,Divorced,59612,610,27575,Home,Employed,8,Excellent,0.486583354,180041,1,bethton,Bethton,UT,British Virgin Islands,4,1,Low
23,Non-binary,PhD,Widowed,87787,713,23484,Personal,Self-employed,4,Fair,0.527466182,123583,3,lynchland,Lynchland,PR,Burundi,1,2,Low
30,Non-binary,Bachelor's,Widowed,97222,691,7418,Business,Employed,2,Fair,0.460302392,53441,3,shelleyton,Shelleyton,CT,Singapore,1,0,Medium
40,Non-binary,Master's,Widowed,91602,659,11897,Auto,Self-employed,16,Poor,0.10107942,99772,4,ravenshire,Ravenshire,IA,Barbados,2,0,Low
49,M,Master's,Married,,786,31826,Personal,Self-employed,4,Good,0.39892484,71319,2,jimmyfort,Jimmyfort,IL,Belize,1,2,Low
65,M,High School,Widowed,63200,757,41636,Auto,Self-employed,2,Poor,0.401139566,85954,1,new deannachester,New Deannachester,DE,Australia,3,0,Low
46,Non-binary,High School,Single,,700,33419,Business,Self-employed,18,Poor,0.546172318,132416,1,port rebecca,Port Rebecca,SD,French Guiana,0,0,Low
43,F,High School,Divorced,95604,766,46237,Personal,Self-employed,7,Fair,0.228106863,199716,4,brentshire,Brentshire,DE,Kuwait,3,1,Medium
56,M,Bachelor's,Single,54961,624,13330,Business,Self-employed,7,Fair,0.449811539,132168,3,bradfordville,Bradfordville,MO,Suriname,3,0,Low
27,Non-binary,High School,Single,21265,642,10921,Business,Employed,7,Good,0.540828476,146766,0,new robertborough,New Robertborough,OH,Turks and Caicos Islands,1,0,High
18,M,Master's,Widowed,95379,779,10321,Auto,Employed,9,Poor,0.10987282,251490,,port karaberg,Port Karaberg,IL,Puerto Rico,3,2,Low
36,M,PhD,Widowed,81585,679,46528,Personal,Unemployed,0,Excellent,0.277683855,95567,2,port scottmouth,Port Scottmouth,MT,India,4,1,Low
56,Non-binary,Master's,Widowed,25778,773,30409,Personal,Self-employed,6,Poor,0.416449631,194156,0,west timothybury,West Timothybury,VI,Malaysia,1,1,High
32,F,Bachelor's,Divorced,106826,668,24754,Auto,Self-employed,17,Good,0.540642406,287209,1,north lesliehaven,North Lesliehaven,FL,Kyrgyz Republic,1,2,Low
18,F,PhD,Widowed,,733,42928,Home,Self-employed,3,Excellent,0.311967827,88122,1,baileyborough,Baileyborough,MP,Togo,3,2,Low
21,M,PhD,Single,,610,49449,Personal,Employed,18,Good,0.150887834,118343,,north ruth,North Ruth,FL,Antigua and Barbuda,4,0,High
35,F,Bachelor's,Widowed,31160,634,47147,Personal,Unemployed,5,Poor,0.440227245,93502,4,marychester,Marychester,MA,Cameroon,2,1,Low
62,M,PhD,Married,,699,48587,Business,Self-employed,9,Fair,0.571678135,67021,,kevinchester,Kevinchester,MT,Qatar,0,1,Low
53,F,Master's,Divorced,,685,29111,Business,Unemployed,4,Poor,0.220916215,107978,2,west kimberly,West Kimberly,NH,Yemen,3,2,Medium
47,Non-binary,PhD,Widowed,47201,652,16609,Personal,Self-employed,15,Fair,0.425765596,198733,3,port josephton,Port Josephton,NH,Dominican Republic,4,1,Low
19,Non-binary,Master's,Widowed,31170,729,18632,Auto,Unemployed,14,Fair,0.590676625,221662,4,williamsview,Williamsview,IA,Saint Lucia,0,1,Low
50,M,Master's,Married,29597,696,37711,Auto,Self-employed,2,Fair,0.397344383,212897,3,east anthonyville,East Anthonyville,NY,Israel,3,2,Low
47,Non-binary,Bachelor's,Married,110710,726,40870,Personal,Unemployed,16,Poor,0.141671779,249171,1,loweryfort,Loweryfort,SD,Lesotho,3,0,Low
35,F,Bachelor's,Married,23328,716,10184,Auto,Self-employed,1,Fair,0.280901578,95115,1,east michaelshire,East Michaelshire,WV,Christmas Island,2,1,Medium
52,M,High School,Widowed,32227,700,47674,Business,Self-employed,6,Excellent,0.351854327,39828,,north lisa,North Lisa,OR,Poland,2,1,Medium
36,M,Master's,Married,108087,714,20775,Business,Unemployed,14,Excellent,0.200333043,261749,2,south emmabury,South Emmabury,AS,Burundi,3,0,Low
33,Non-binary,High School,Single,44996,738,5442,Business,Self-employed,16,Poor,0.433015432,44497,3,east jasminside,East Jasminside,NV,Mexico,2,1,Low
45,M,High School,Single,,718,6056,Home,Self-employed,19,Fair,0.56275486,46878,3,williamsmouth,Williamsmouth,ID,Latvia,1,2,Low
63,F,Master's,Married,46639,679,15687,Auto,Unemployed,11,Excellent,0.377428929,49134,0,stephenmouth,Stephenmouth,OR,Italy,2,0,Low
55,M,Master's,Married,76152,746,17372,Home,Self-employed,10,Good,0.192145534,175519,2,heatherview,Heatherview,CA,Estonia,0,0,Low
63,Non-binary,Master's,Widowed,22708,601,49770,Auto,Employed,18,Good,0.332020169,205962,,west sabrina,West Sabrina,NC,Serbia,1,0,Low
58,M,High School,Married,79789,773,37737,Home,Employed,6,Poor,0.210493847,51892,,port jacqueline,Port Jacqueline,MH,Iraq,3,2,Low
35,M,Master's,Single,104482,689,32009,Auto,Employed,17,Poor,0.177287974,133845,0,south christophermouth,South Christophermouth,NJ,Mayotte,2,2,High
22,M,PhD,Single,56507,616,15709,Auto,Employed,9,Excellent,0.445939336,182862,3,new samuelmouth,New Samuelmouth,TX,Belgium,1,2,Medium
58,Non-binary,Master's,Single,38715,616,36602,Home,Unemployed,9,Fair,0.394898441,280173,4,west lynn,West Lynn,MT,Mexico,2,2,Low
59,Non-binary,High School,Widowed,23784,734,21784,Personal,Employed,15,Good,0.401002167,121736,4,greenside,Greenside,WA,Central African Republic,1,1,Medium
65,F,Bachelor's,Single,68351,699,44230,Auto,Employed,18,Excellent,0.162328984,120917,0,turnerside,Turnerside,FM,Angola,0,1,Low
51,Non-binary,PhD,Single,72620,685,28467,Business,Unemployed,1,Good,0.374714875,181932,4,new andrewview,New Andrewview,ID,Martinique,1,1,Low
32,Non-binary,High School,Single,99008,647,39888,Home,Employed,13,Poor,0.248100067,68405,,pierceland,Pierceland,AZ,Mauritius,2,1,Low
37,F,High School,Widowed,39014,680,24157,Auto,Employed,18,Poor,0.393446381,145216,2,port peterville,Port Peterville,ME,Holy See (Vatican City State),0,2,Low
66,Non-binary,Bachelor's,Widowed,55059,689,49733,Home,Unemployed,12,Poor,0.543123285,102798,2,elizabethfort,Elizabethfort,DE,Uganda,1,2,High
65,Non-binary,PhD,Divorced,55777,783,39855,Personal,Self-employed,13,Fair,0.416282016,191109,1,nicholasberg,Nicholasberg,IN,Morocco,1,0,Medium
51,F,Master's,Widowed,35577,688,40049,Personal,Unemployed,5,Poor,0.394210381,29717,2,new shirleyburgh,New Shirleyburgh,VI,Lebanon,4,2,Low
40,Non-binary,Master's,Married,76908,692,43211,Auto,Unemployed,9,Good,0.441909185,276380,0,port julie,Port Julie,ME,Burundi,3,1,Low
24,Non-binary,Bachelor's,Widowed,107636,647,29516,Home,Unemployed,8,Excellent,0.258204555,267368,3,haydenmouth,Haydenmouth,SD,Palestinian Territory,4,1,Low
47,Non-binary,Bachelor's,Widowed,88225,698,5308,Personal,Unemployed,4,Poor,0.482363727,299886,0,nicolebury,Nicolebury,NH,Jordan,3,1,Low
54,F,High School,Divorced,53427,742,45897,Auto,Self-employed,16,Fair,0.381402446,136504,3,north gary,North Gary,AR,Sudan,1,0,Low
59,M,High School,Single,116422,709,29756,Personal,Employed,1,Good,0.331790798,152902,,jeanburgh,Jeanburgh,ME,Luxembourg,3,0,Low
34,Non-binary,Bachelor's,Widowed,95079,794,48210,Personal,Unemployed,17,Poor,0.499434909,58602,2,mossside,Mossside,DE,Guinea,1,0,Low
45,Non-binary,Master's,Single,,754,32731,Home,Unemployed,6,Excellent,0.343635924,232456,0,south renee,South Renee,NY,British Virgin Islands,2,0,Medium
68,M,Master's,Widowed,64415,675,42448,Home,Unemployed,15,Poor,0.577340992,166836,1,north melissa,North Melissa,WV,Antarctica (the territory South of 60 deg S),2,2,Low
19,F,Bachelor's,Married,82150,636,15427,Home,Unemployed,19,Fair,0.598763014,288863,0,lake carol,Lake Carol,FM,Gambia,2,0,Low
42,F,PhD,Widowed,115484,728,30956,Personal,Self-employed,12,Excellent,0.396570883,180666,4,donnabury,Donnabury,AZ,Bhutan,2,0,High
37,Non-binary,PhD,Divorced,33890,652,49617,Personal,Employed,8,Good,0.301008168,271452,0,east adamborough,East Adamborough,PA,Honduras,1,1,Low
49,F,High School,Widowed,,610,26065,Auto,Self-employed,5,Good,0.58784819,284637,2,new amanda,New Amanda,TN,Guyana,3,2,Low
41,Non-binary,Master's,Single,84274,743,6381,Home,Employed,18,Poor,0.103966871,251976,3,ryanstad,Ryanstad,KY,Austria,4,2,Low
27,F,High School,Single,22251,758,40162,Business,Unemployed,3,Excellent,0.430970985,69547,0,south robertmouth,South Robertmouth,HI,United Arab Emirates,3,2,Low
37,Non-binary,PhD,Divorced,,710,28569,Business,Self-employed,15,Good,0.177803945,254312,4,haleystad,Haleystad,NH,Pakistan,2,0,Low
62,F,PhD,Widowed,113565,626,21659,Personal,Unemployed,16,Fair,0.250296643,235286,,west kathrynville,West Kathrynville,ID,Norway,3,2,Low
28,F,Master's,Widowed,50255,789,29281,Business,Employed,16,Poor,0.21710972,46695,2,east larry,East Larry,PA,French Southern Territories,2,2,Low
59,Non-binary,High School,Single,,780,10752,Personal,Self-employed,11,Fair,0.266839064,236252,2,jameshaven,Jameshaven,AL,Uruguay,2,0,Low
50,F,Bachelor's,Single,47050,666,32980,Home,Employed,18,Fair,0.352979275,153405,0,west leemouth,West Leemouth,AZ,Kenya,2,0,Low
33,Non-binary,PhD,Divorced,,743,13629,Personal,Employed,13,Poor,0.403360395,163732,1,new heather,New Heather,ID,Turks and Caicos Islands,1,1,Low
34,F,PhD,Widowed,20238,602,41409,Business,Self-employed,15,Fair,0.19356994,281938,2,colemouth,Colemouth,HI,San Marino,1,1,Low
54,Non-binary,Master's,Married,25474,758,48905,Home,Unemployed,15,Excellent,0.223117296,165600,2,kellymouth,Kellymouth,HI,El Salvador,2,2,Medium
33,M,High School,Married,25972,626,8983,Auto,Self-employed,0,Good,0.506151273,132115,2,west travis,West Travis,LA,Liberia,2,0,Low
42,M,PhD,Single,40577,719,33279,Auto,Unemployed,5,Poor,0.147266527,190264,4,rojaschester,Rojaschester,HI,Saint Barthelemy,0,2,Low
66,M,PhD,Divorced,38312,688,30317,Auto,Employed,0,Poor,0.311126212,279106,,longshire,Longshire,IL,Syrian Arab Republic,1,0,Low
32,Non-binary,Bachelor's,Widowed,27121,730,10407,Home,Employed,9,Poor,0.356731986,211149,4,garyland,Garyland,OR,Switzerland,1,1,Low
20,M,PhD,Widowed,86297,646,40125,Business,Self-employed,16,Excellent,0.577089863,118394,3,johnshire,Johnshire,FM,Lithuania,1,2,Medium
62,M,Bachelor's,Widowed,71925,785,47401,Home,Unemployed,4,Excellent,0.254428959,154928,1,martinezmouth,Martinezmouth,VI,Canada,1,0,Low
55,M,High School,Widowed,74306,781,20611,Auto,Employed,0,Excellent,0.183701356,266944,1,west tanyaport,West Tanyaport,ID,Syrian Arab Republic,0,2,Low
65,F,Master's,Widowed,103766,671,18382,Home,Self-employed,8,Excellent,0.263386512,59526,4,north jeffreyfurt,North Jeffreyfurt,MT,Chile,2,0,Low
30,F,Bachelor's,Widowed,115335,787,16279,Auto,Unemployed,14,Fair,0.463730885,220939,2,sandersstad,Sandersstad,GU,Mongolia,3,0,Medium
39,F,Bachelor's,Widowed,43694,765,43086,Business,Self-employed,2,Excellent,0.463116733,75996,1,kevintown,Kevintown,VI,Burkina Faso,1,2,Low
29,M,High School,Widowed,83444,673,23711,Auto,Employed,15,Good,0.475550876,87179,0,south joseph,South Joseph,TX,South Africa,2,0,High
55,Non-binary,Master's,Single,119887,788,22004,Business,Self-employed,15,Excellent,0.358208224,250296,2,laurenport,Laurenport,WY,Mexico,2,2,Low
55,F,PhD,Widowed,31952,754,28092,Personal,Unemployed,17,Fair,0.298468219,56681,2,charlotteland,Charlotteland,SC,British Indian Ocean Territory (Chagos Archipelago),4,2,Low
31,M,PhD,Divorced,53132,771,9169,Personal,Self-employed,10,Fair,0.234286778,235711,4,south carrie,South Carrie,FL,Comoros,3,2,Medium
66,F,PhD,Single,78414,682,45100,Home,Unemployed,5,Excellent,0.151377815,196274,0,port kathleen,Port Kathleen,WI,Venezuela,4,2,Medium
26,M,PhD,Married,71205,634,24826,Home,Self-employed,4,Excellent,0.437537818,297951,4,port alejandra,Port Alejandra,HI,Aruba,4,2,Medium
55,F,Master's,Married,,790,21785,Home,Employed,14,Excellent,0.108813886,255929,3,blairborough,Blairborough,MA,Suriname,2,1,Low
66,F,Master's,Divorced,37424,613,26067,Business,Self-employed,18,Fair,0.242519109,33295,2,lake davidfort,Lake Davidfort,GA,Bouvet Island (Bouvetoya),2,2,Low
63,M,High School,Single,101298,687,47128,Personal,Employed,5,Poor,0.478893458,155006,3,perkinsland,Perkinsland,VA,Chile,0,0,High
20,F,Bachelor's,Divorced,47571,686,18149,Auto,Employed,17,Fair,0.486520779,166399,,lake samuel,Lake Samuel,WV,Fiji,1,0,Medium
30,Non-binary,Master's,Divorced,62967,707,47920,Auto,Unemployed,18,Good,0.271135905,177269,4,east matthewfort,East Matthewfort,NH,Honduras,0,1,Low
50,F,High School,Single,75943,631,39308,Auto,Self-employed,5,Excellent,0.105779325,90284,,lawrenceburgh,Lawrenceburgh,VT,Angola,0,1,Medium
54,Non-binary,Bachelor's,Widowed,53617,662,36498,Home,Unemployed,9,Poor,0.422212033,106820,,myersborough,Myersborough,OH,Syrian Arab Republic,4,0,Medium
36,Non-binary,PhD,Divorced,113316,655,5215,Business,Self-employed,7,Fair,0.534124904,297156,2,north autumnville,North Autumnville,WV,Martinique,0,0,Medium
27,F,Bachelor's,Married,,648,21964,Home,Self-employed,17,Poor,0.105249151,211033,2,port charlesmouth,Port Charlesmouth,OR,Belarus,1,1,Medium
31,Non-binary,Master's,Married,51174,767,19429,Business,Employed,18,Excellent,0.55059888,63753,4,richhaven,Richhaven,MH,Guinea,1,2,Low
21,F,High School,Married,87388,734,21872,Personal,Employed,15,Fair,0.132360174,124230,2,joneschester,Joneschester,GA,Costa Rica,1,2,Low
60,F,PhD,Single,,707,20804,Home,Self-employed,3,Fair,0.320826717,93662,0,north wendybury,North Wendybury,AL,Norfolk Island,3,1,Low
53,Non-binary,Bachelor's,Single,87114,646,15547,Home,Self-employed,7,Good,0.209741966,153909,0,lake michaelbury,Lake Michaelbury,MP,South Africa,2,0,Low
60,F,Master's,Widowed,61353,611,48460,Home,Unemployed,15,Good,0.293928174,122903,4,williamsview,Williamsview,VI,Denmark,3,2,Low
69,M,PhD,Single,,672,40145,Business,Employed,7,Poor,0.103279872,287032,1,murphyside,Murphyside,ND,Jordan,4,1,Low
29,F,Master's,Divorced,,759,11965,Personal,Unemployed,8,Fair,0.39368817,214417,1,erikbury,Erikbury,PR,Czech Republic,2,1,Low
59,Non-binary,PhD,Single,92681,712,12739,Auto,Self-employed,12,Good,0.500606688,129244,3,west melissamouth,West Melissamouth,CO,Jersey,4,1,High
36,Non-binary,Bachelor's,Widowed,52726,678,17756,Home,Self-employed,15,Good,0.174964961,175090,3,south kennethtown,South Kennethtown,AK,Argentina,3,2,Medium
24,Non-binary,High School,Widowed,50312,736,40207,Home,Self-employed,5,Excellent,0.18404509,39190,1,port randy,Port Randy,OR,Samoa,2,0,Low
18,F,PhD,Widowed,75871,686,21257,Business,Unemployed,3,Fair,0.461650384,104447,3,leehaven,Leehaven,MH,Azerbaijan,2,0,Medium
